date,region,true_baseline,true_revenue,contrib_tv,adstock_tv,saturated_tv,contrib_paid_search,adstock_paid_search,saturated_paid_search,contrib_social,adstock_social,saturated_social,contrib_display,adstock_display,saturated_display
2021-03-15,canada,662856.2265444284,1063072.6092492626,166069.40851403077,506019.5530021049,0.5189669016063462,123410.2864573145,107866.21695390731,0.4746549479127481,53204.93356733983,114540.98667219943,0.26602466783669915,57531.75416614907,29332.261990906194,0.7191469270768633
2021-03-22,canada,652975.920629875,1075375.2740562577,166454.11785134356,506995.33843303693,0.5201691182854487,121248.94056577742,105493.15959014706,0.46634207909914394,75597.0036305112,176193.0065257352,0.377985018152556,59099.29137875034,30318.41500066986,0.7387411422343793
2021-03-29,canada,750023.6137569292,1331424.258483464,222566.8244755452,683097.7380769685,0.6955213264860788,184150.90424565246,208486.93056793467,0.7082727086371249,98168.0971694521,258820.88045979515,0.4908404858472605,76514.81883588484,60035.22432662542,0.9564352354485606
2021-04-05,canada,739215.2537951049,1366718.6652447397,252981.9655256406,835104.0093510414,0.7905686422676269,181163.7860538418,200983.44650693552,0.6967837925147761,117800.7270596732,360158.67307765025,0.589003635298366,75556.93281047922,55135.31819809254,0.9444616601309903
2021-04-12,canada,620210.9251026254,1121749.19692042,226252.34858045776,698287.8703767379,0.7070385893139305,115693.54774747272,99604.46250683529,0.44497518364412586,90924.09527495562,229290.30168645515,0.4546204763747781,68668.28021490843,39088.8464124406,0.8583535026863554
2021-04-19,canada,575062.2701405536,1044102.8231429462,215457.56281379252,655554.8991459399,0.6733048837931016,110600.36927244172,94449.84265713737,0.4253860356632374,76609.01809481531,179373.22305829375,0.3830450904740766,66373.60282134305,36344.401535345685,0.8296700352667882
2021-04-26,canada,602017.2985425077,1005839.6516759634,190212.74480821934,571984.7424795625,0.5944148275256854,97493.21454345743,82097.85251678896,0.3749739020902209,65273.15573083239,145879.50323835947,0.32636577865416194,50843.23805094663,25806.59518104484,0.6355404756368329
2021-05-03,canada,558306.7680414706,940987.7751179144,156163.8457889666,481559.2380597688,0.48801201809052064,101999.10119081897,86209.35483966074,0.3923042353493037,59024.722992147006,129172.39624185182,0.295123614960735,65493.33710451124,35435.82970684489,0.8186667138063906
2021-05-10,canada,604405.9686480189,982517.5385938413,125626.52170553441,412248.56252866506,0.39258288032979505,127037.67255067934,111960.75454658731,0.48860643288722827,52508.895576766634,112845.20127093361,0.26254447788383317,72938.4801128419,46693.050382434274,0.9117310014105238
2021-05-17,canada,574509.9331667532,949097.7355404807,130394.13878586826,422614.06155145285,0.4074816837058383,121310.25446177792,105559.82098588155,0.46657790177606895,57416.221572601164,125044.4124709111,0.28708110786300584,65467.18755348021,35409.84922287345,0.8183398444185026
2021-05-24,canada,568472.3042620611,972319.3238885838,187084.40868973988,562815.5467911132,0.5846387771554371,105228.79145468962,89239.982400987,0.40472612097957544,51469.74906701187,110333.69486856839,0.25734874533505936,60064.070415081296,30966.502868288833,0.7508008801885162
2021-05-31,canada,554095.8679879868,949019.1705674629,177054.41424587028,534756.192574562,0.5532950445183447,98382.33617100735,82898.89486635296,0.3783936006577206,58914.29054894873,128886.83830339843,0.29457145274474367,60572.2616136498,31322.031354541898,0.7571532701706225
2021-06-07,canada,608736.6095957152,1011587.8873794596,162759.27422638336,497706.94431240956,0.508622731957448,108886.25337354963,92763.24324194036,0.41879328220596007,65412.676404565536,146265.5394043893,0.3270633820228277,65793.07377924595,35737.658092517355,0.8224134222405745
2021-06-14,canada,573333.1087848904,943321.7498082035,161263.06804719873,493996.86495274043,0.5039470876474961,97139.30148267793,81780.35513046134,0.3736126980102997,63043.60944025384,139790.0269926247,0.31521804720126917,48542.66205318269,24776.119065231804,0.6067832756647836
2021-06-21,canada,570537.5913731885,984209.5666833649,193567.7076473361,582064.8534121213,0.6048990863979253,100735.14041893117,85042.73632397185,0.3874428477651199,57762.11189142185,125926.46789588526,0.28881055945710926,61607.01535248726,32079.337646744025,0.7700876919060907
2021-06-28,canada,520197.9709661288,935968.2311211883,183630.69193127955,552933.4605374789,0.5738459122852486,112839.84916170064,96689.21891582193,0.43399941985269475,60388.81541502555,132726.4455783146,0.30194407707512777,58910.903647053725,30195.71448148265,0.7363862955881716
2021-07-05,canada,611604.6571954938,1027608.7982750388,162470.4927995391,496988.62836700724,0.5077202899985597,125186.71567653617,109853.41808316218,0.4814873679866776,56519.65109052228,122772.12005592189,0.2825982554526114,71827.28151294739,44245.96815178354,0.8978410189118424
2021-07-12,canada,615727.6432624228,1050489.917117573,186906.51633181574,562300.5113867146,0.5840828635369242,121204.61085251233,105444.98723214699,0.46617158020197047,63694.95192972406,141553.7710389695,0.3184747596486203,62956.19474109813,33142.86450115779,0.7869524342637266
2021-07-19,canada,626583.1009263967,1020998.9874760279,183411.61331950812,552314.748835474,0.5731612916234629,89580.52615311061,75172.58116761649,0.34454048520427155,50093.116715579985,107042.83786110028,0.25046558357789994,71330.63036143257,43284.152604868585,0.8916328795179072
2021-07-26,canada,637025.582415833,1071250.408515653,215120.2494969951,654300.5378949497,0.6722507796781096,111096.83523761398,94942.72875982214,0.42729552014466915,51894.21620145145,111356.69435667002,0.25947108100725724,56113.52516375948,28501.730955323557,0.7014190645469934
2021-08-02,canada,694935.1627115753,1116928.8468137842,200821.16317581348,604819.1767417701,0.6275661349244172,112391.03929105103,96237.09684414652,0.43227322804250395,43587.89503185136,92011.08706346425,0.2179394751592568,65193.58660349303,35141.29325815399,0.8149198325436628
2021-08-09,canada,633346.0968457606,1022962.456063268,166147.69021727575,506217.9413608577,0.5192115319289867,116692.31146782573,100641.79430706272,0.4488165825685605,42231.58976797109,88976.44152559667,0.21115794883985545,64544.76776443482,34527.19053904212,0.8068095970554353
2021-08-16,canada,639599.3064068952,1022352.9385116019,132969.5886490535,428269.8061367803,0.4155299645282922,131916.49540604817,117706.50701110862,0.5073711361771084,62209.68610343603,137549.80607007252,0.3110484305171802,55657.861946169,28245.89487332625,0.6957232743271126
2021-08-23,canada,805178.008047126,1414001.2486214559,285264.21029323403,1139644.6675308447,0.8914506571663564,141875.22371315674,130408.80352074475,0.5456739373582952,104588.62758355775,288069.63550901355,0.5229431379177888,77095.17898438133,63954.143454106874,0.9636897373047667
2021-08-30,canada,888012.3035477187,1537122.8203596296,306403.43296789064,1706582.0048238384,0.9575107280246582,160931.14890446016,159489.41325100133,0.6189659573248468,103129.31679131341,281137.44715259626,0.515646583956567,78646.61814824668,83046.11243737736,0.9830827268530835
2021-09-06,canada,842998.0657796024,1497532.5938812913,303637.3660121099,1579000.3205828778,0.9488667687878435,177056.5452403455,191344.7042581274,0.6809867124628673,96437.27305498175,251455.85475276853,0.4821863652749087,77403.34379425191,66478.49241876695,0.9675417974281489
2021-09-13,canada,678124.9756048005,1209242.677153916,292695.20217143866,1267803.8716922964,0.9146725067857459,115020.55051851516,98910.53111251946,0.4423867327635198,65532.720609641015,146598.16428921474,0.3276636030482051,57869.22824952064,29538.13807371627,0.723365353119008
2021-09-20,canada,661775.2028112117,1199600.7701483113,287947.4131376693,1181303.4071529396,0.8998356660552167,130330.74327269537,115807.43355658231,0.5012720895103668,58341.71989212967,127411.39418610733,0.29170859946064837,61205.691034605086,31780.048347242846,0.7650711379325635
2021-09-27,canada,665085.9970994681,1186531.4944534504,267561.97036711546,942090.5050268352,0.8361311573972358,120395.70099092103,104569.41098733769,0.46306038842661934,78869.54278752278,186626.7332949035,0.39434771393761386,54618.28320842299,27680.3614013476,0.6827285401052874
2021-10-04,canada,708266.5980590916,1203234.4499838967,241528.07928371616,769631.361559078,0.754775247761613,123947.44785342463,108463.54650262579,0.47672095328240244,71231.43989657564,162921.6445779628,0.3561571994828782,58260.88489108866,29781.356624058684,0.7282610611386082
2021-10-11,canada,711910.158438593,1174791.8881732624,232167.83291612394,724170.4480355191,0.7255244778628873,108661.2130866978,92543.53197970006,0.41792774264114535,61275.208496163104,135062.92352944694,0.3063760424808155,60777.47523568435,31468.55596379525,0.7597184404460544
2021-10-18,canada,706723.1226281369,1146166.3059102818,207229.65628646704,626158.4120023779,0.6475926758952095,121533.39730986937,105802.7455670672,0.4674361434994976,63414.94842724601,140794.04159520444,0.31707474213623005,47265.181258562654,24233.149864820494,0.5908147657320332
2021-10-25,canada,672877.2078817878,1087801.0379644753,190381.16972348388,572484.5565408939,0.5949411553858871,127023.94605739428,111944.98508625725,0.4885536386822857,52044.17629462342,111719.06130763036,0.2602208814731171,45474.538007185845,23502.226352304133,0.5684317250898231
2021-11-01,canada,697806.6529567125,1107015.6250350145,172894.27401299914,523650.8724695613,0.5402946062906223,118515.35436384552,102558.91290490472,0.4558282860147904,54125.536594280864,116800.93916731751,0.2706276829714043,63673.80710717636,33748.77682451597,0.7959225888397046
2021-11-08,canada,694370.9359005309,1097675.5682574366,170328.2276380067,516939.9645955259,0.5322757113687709,116824.9161791447,100780.20207649244,0.4493266006890181,57887.17527204919,126246.1434593662,0.289435876360246,58264.31326770498,29783.506532375657,0.7283039158463123
2021-11-15,canada,697206.4894505994,1113819.3332584202,202842.5397813528,611416.3596209118,0.6338829368167275,116976.9484792956,100939.08622462257,0.4499113403049831,58324.43923176875,127366.99670623851,0.29162219615884377,38468.91631540373,20899.9365980709,0.4808614539425466
2021-11-22,canada,957770.3541120754,1543017.7068955582,248080.0617104183,805523.9184237589,0.7752501928450571,155106.93462032493,149802.64969926095,0.5965651331550959,104242.99176931172,286411.7278413633,0.5212149588465586,77817.3646834278,70566.38222419034,0.9727170585428476
2021-11-29,canada,1217442.398584549,1858255.671757089,280440.8435189313,1074531.4105396322,0.8763776359966603,169016.6232085196,174411.36578996462,0.650063935417383,113460.79198669418,334416.7028532132,0.5673039599334709,77895.01445839494,71447.37117981476,0.9736876807299367
2021-12-06,canada,989598.9096402156,1621697.2193709554,264005.927348119,912788.3044404887,0.8250185229628718,171487.42698121775,179369.28727746863,0.6595670268508375,119984.16832112646,374010.590816375,0.5999208416056323,76620.78708027661,60684.310670259,0.9577598385034577
2021-12-13,canada,870506.56150791,1397337.016527899,244422.40748379924,785019.7876035798,0.7638200233868726,132462.42988691124,118367.62202515299,0.5094708841804279,91038.16327631696,229730.20941526035,0.4551908163815848,58907.45437296172,30193.47911251269,0.7363431796620216
2021-12-20,canada,914028.8118662023,1406312.7591216597,214942.14341178423,653640.0192801207,0.6716941981618257,129010.0399114217,114249.29705346198,0.49619246119777577,81390.67575807504,194972.66784521285,0.40695337879037524,66941.08817417639,36968.17390255124,0.8367636021772048
2021-12-27,canada,821637.109118258,1390423.343528257,216400.63558806258,659085.8605743286,0.6762519862126956,154826.15652003585,149355.39975531475,0.5954852173847532,120059.49586137272,374500.07514643384,0.6002974793068636,77499.94644052781,67351.9388540264,0.9687493305065977
2022-01-03,canada,660599.6370440413,1133703.54505247,185396.49687139544,557955.3969732323,0.5793640527231108,122205.29999559384,106537.26791666876,0.47002038459843787,90140.64687192073,226289.0692060593,0.4507032343596037,75361.46426951865,54302.79867927845,0.9420183033689832
2022-01-10,canada,694634.2913173023,1131363.3423219274,165391.6974907776,504305.58221339993,0.5168490546586799,132950.08453287793,118961.38954510618,0.5113464789726074,70570.98388147152,160974.09200402128,0.3528549194073576,67816.28509949811,37997.1329449852,0.8477035637437265
2022-01-17,canada,692265.715661217,1125330.9788454543,182211.79521389015,548942.9304883713,0.5694118600434067,109947.5106878653,93804.714874344,0.4228750411071742,75491.16153811601,175862.73394071707,0.37745580769058,65414.795744365896,35357.96246426004,0.8176849468045737
2022-01-24,canada,688845.0696435052,1068470.1218072004,147653.57595368914,461443.03528245736,0.46141742485527854,103939.42190340387,88021.330159303,0.39976700732078413,66734.2517224444,149952.05648508263,0.333671258612222,61297.80258415788,31848.097594785824,0.7662225323019735
2022-01-31,canada,699565.3703029236,1098967.3873479273,143109.82437649157,450990.8312280272,0.44721820117653616,114572.79625149432,98451.07049395594,0.4406646009672858,74668.0711348558,173309.17550962785,0.373340355674279,67051.32528216219,37093.12480079488,0.8381415660270274
2022-02-07,canada,748719.5459540277,1132501.3154362487,127949.36269211808,417282.6887819641,0.399841758412869,124248.66251292857,108799.84424585121,0.47787947120357144,64915.40512322833,144892.36612365884,0.32457702561614166,66668.339153946,36664.39576460417,0.833354239424325
2022-02-14,canada,681123.5585231357,1061576.9019010079,119502.39648520383,399106.12222499057,0.373444989016262,116539.02377974297,100481.99894175652,0.448227014537473,74580.95643422274,173040.43649931162,0.3729047821711137,69830.96667870255,40752.619876710996,0.8728870834837819
2022-02-21,canada,729806.9847297233,1143832.680538314,154846.9469360396,478396.3247187672,0.4838967091751238,130590.2119421055,116116.03670390535,0.502270045931175,68707.40343491345,155559.53308819298,0.34353701717456725,59881.13349553195,30840.985009846147,0.7485141686941493
2022-02-28,canada,651694.77108134,1067269.7912570536,162668.98869305238,497482.2516856775,0.5083405896657887,127736.93909431896,112766.94822941381,0.49129591959353447,66905.87961745252,150434.82807757426,0.3345293980872626,58263.2127708898,29782.816379300657,0.7282901596361224
2022-03-07,canada,684383.972960754,1141374.4349691235,195619.8092658423,588363.9615079574,0.6113119039557572,127059.2745630293,111985.57601519993,0.4886895175501127,76659.43240582471,179532.71390158575,0.38329716202912356,57651.94577367304,29405.20129318823,0.720649322170913
2022-03-14,canada,692190.1690712093,1126722.5338806598,177522.86730161813,536025.0343566699,0.5547589603175567,123654.6353607648,108137.55661223878,0.47559475138755697,66782.5188037892,150087.73244952812,0.33391259401894596,66572.34334327838,36559.25001022911,0.8321542917909798
2022-03-21,canada,697011.9717159243,1122895.8399729768,152314.89304694478,472368.109049836,0.4759840407717025,144216.790571121,133611.3540550611,0.5546799637350808,58443.63178835158,127673.38376489804,0.2922181589417579,70908.55285063507,42519.479576268,0.8863569106329383
2022-03-28,canada,827369.0984594153,1376913.8116536057,212894.7940536007,646134.9050288657,0.6652962314175022,167976.52201869804,172383.81902574148,0.6460635462257617,92343.85537095446,234819.88174862397,0.4617192768547723,76329.54175093725,58959.916700317255,0.9541192718867155
2022-04-04,canada,786676.2225855978,1385492.3766872268,257054.38364645897,861797.4961964359,0.8032949488951843,152561.9079246768,145810.37249293763,0.5867765689410647,112408.71968866662,328505.8852354777,0.5620435984433331,76791.14284182679,61785.46521590941,0.9598892855228348
2022-04-11,canada,646756.3614966118,1178934.5403694366,239653.34212834493,760024.6670261415,0.7489166941510779,141521.2312150207,129932.33624447547,0.5443124277500796,82791.23980756255,199731.92012727936,0.4139561990378128,68212.36572189652,38492.68673853718,0.8526545715237065
2022-04-18,canada,635576.6089066763,1097337.5594094761,207426.77365040383,626835.0870031137,0.648208667657512,116096.93352478102,100022.33841266346,0.44652666740300395,76865.40201427248,180185.38155917882,0.3843270100713624,61371.84131334256,31903.070277675874,0.767148016416782
2022-04-25,canada,665115.601263398,1108301.9829214327,192406.55293940354,578546.1579182445,0.601270477935636,116725.1321014621,100676.03623627167,0.44894281577485423,66246.1630359751,148584.19479969062,0.3312308151798755,67808.5335811941,37987.63072661809,0.8476066697649263
2022-05-02,canada,629198.9597679973,1061592.264050589,182895.91272592085,550862.054687898,0.5715497272685026,131194.03409391514,116837.4155899562,0.5045924388227505,73613.21588213003,170074.41591271703,0.3680660794106501,44690.14158062566,23191.988686605568,0.5586267697578208
2022-05-09,canada,593490.1431579534,1054435.5863912834,251367.7755794273,825076.1420305779,0.7855242986857104,101677.0586982077,85911.10139077791,0.3910656103777219,55108.550405037946,119236.00235112885,0.27554275202518974,52792.05855065716,26741.784001691874,0.6599007318832145
2022-05-16,canada,593575.8166822707,1064426.0252797208,263448.29686725733,908408.7336379813,0.8232759277101791,98680.99761620766,83169.07524818878,0.3795422985238756,54479.45518801587,117675.01216281836,0.27239727594007934,54241.458925969244,27481.2261410044,0.6780182365746156
2022-05-23,canada,597303.7864332835,1017172.0527300222,236783.13603561837,745825.4306044258,0.7399473001113074,94358.51695157425,79311.81116839053,0.36291737289067016,48902.242568619564,104228.42601574375,0.24451121284309782,39824.37074092656,21377.72489368957,0.497804634261582
2022-05-30,canada,636482.3960648025,1054768.4745407752,213254.8796508036,647443.3833025846,0.6664214989087612,102503.70675902504,86678.09529177831,0.39424502599625016,51609.815384811605,110670.82752585504,0.25804907692405804,50917.67668133243,25841.193372597325,0.6364709585166554
2022-06-06,canada,627893.3727228182,1035840.0927025095,175922.9858390882,531707.2394832337,0.5497593307471506,118585.446885999,102633.24558385301,0.4560978726384577,60667.44221517994,133458.56316900742,0.30333721107589967,52770.84503942426,26731.256146725696,0.6596355629928032
2022-06-13,canada,646393.5241967145,1042348.5897208769,152717.35085523644,473321.6961361278,0.4772417214226139,122625.83753752318,106999.35411077799,0.4716378366827815,61428.96189427097,135470.41774270858,0.30714480947135486,59182.915237131696,30373.270188964827,0.7397864404641462
2022-06-20,canada,619967.6962963324,1024948.3545312625,154556.51171089782,477701.3514670569,0.4829890990965557,120608.65478852302,104799.28338675274,0.4638794414943193,61331.75445016303,135212.71133747813,0.30665877225081517,68483.73728534627,38844.06766875223,0.8560467160668285
2022-06-27,canada,578956.8217299472,989543.7308204852,185588.37875233672,558504.9180380404,0.5799636836010522,101512.00055425096,85758.50582148993,0.3904307713625037,62039.111962505885,137094.02950618477,0.31019555981252944,61447.4178214443,31959.440193128183,0.7680927227680537
2022-07-04,canada,663616.5310310854,1029103.6545987751,158802.87641513403,487957.33310550376,0.49625898879729385,88019.6279102232,73846.56513037141,0.33853703042393535,65108.753291229725,145425.38574442265,0.32554376645614863,53555.86595110278,27126.388102801022,0.6694483243887848
2022-07-11,canada,646233.5063480618,1014173.3696746188,137333.18413552488,437953.2472251851,0.4291662004235153,111836.1742383999,95680.46615056135,0.4301391316861534,58365.81216254353,127473.30497280811,0.29182906081271764,60404.692790088666,31203.665007513115,0.7550586598761083
2022-07-18,canada,677216.2944533166,1024335.7619686192,100971.23250973785,360130.5942622163,0.3155351015929308,110127.28835365998,93982.02331749442,0.42356649366792304,67776.3178004577,152897.76999264647,0.33888158900228854,68244.62885144708,38533.94287949008,0.8530578606430885
2022-07-25,canada,655828.667981746,1006916.8120070293,103030.79473385875,364425.70197304303,0.3219712335433086,120745.96728216349,104947.74372916788,0.4644075664698596,71451.10058506108,163572.77268021635,0.3572555029253054,55860.28142419997,28358.921552479907,0.6982535178024997
2022-08-01,canada,674203.5221833803,1011383.2595419365,86910.2456357995,330826.68689347536,0.2715945176118734,125689.95549360164,110422.5883822703,0.48342290574462166,71016.86230542629,162287.22501929477,0.35508431152713144,53562.67392372871,27129.86585194921,0.6695334240466089
2022-08-08,canada,683437.0562725767,1024872.5364873477,84229.66592750537,325215.9117984497,0.2632177060234543,120190.61692323386,104348.45746450512,0.46227160355089947,72221.8829054917,165871.13541922643,0.36110941452745854,64793.31445854013,34758.7873166038,0.8099164307317517
2022-08-15,canada,669858.592744405,1003833.1448625422,75877.57782268038,307598.1603540237,0.2371174306958762,126432.1540795359,111267.14558664164,0.4862775156905227,70885.48729264113,161899.59881810483,0.3544274364632057,60779.33292327975,31469.890371990477,0.7597416615409969
2022-08-22,canada,903348.8739000628,1461038.7908217637,180478.244923049,544119.8750931886,0.5639945153845282,172287.5796717418,181019.399593585,0.662644537199007,127128.69280533165,424293.5206260385,0.6356434640266583,77795.39952157847,70324.62285591211,0.9724424940197308
2022-08-29,canada,921841.6141899285,1481398.52928593,176638.22587439415,533632.1038480534,0.5519944558574817,181767.58334838986,202464.8618683324,0.6991060898014995,123579.67609660965,398298.8300732444,0.6178983804830482,77571.429776608,68027.28146876745,0.9696428722076
2022-09-05,canada,871016.6769077926,1422505.30313059,181706.38286851975,547530.9045381254,0.5678324464641242,171200.12308989765,178782.22696213945,0.6584620118842217,120303.8461615097,376093.36627354275,0.6015192308075485,78278.27410287004,76522.96967729802,0.9784784262858754
2022-09-12,canada,744176.4108685025,1266407.0322673842,236275.93424435964,743376.9486733354,0.7383622945136239,129294.5615861556,114583.19732446446,0.49728677533136767,92936.6196310046,237164.02684878433,0.46468309815502307,63723.50593736202,33791.878754508376,0.7965438242170252
2022-09-19,canada,747202.457095001,1206957.1906002492,201906.31443981957,608346.0720612694,0.6309572326244361,122084.83475309807,106405.23629977561,0.4695570567426849,73675.40387493525,170263.95648387482,0.36837701937467626,62088.18043739537,32448.090755002828,0.7761022554674422
2022-09-26,canada,756202.2541900609,1175262.957937084,168683.0141648553,512690.0473959016,0.5271344192651728,127981.16872322418,113049.85132069563,0.492235264320093,62025.09185222036,137056.6042405428,0.3101254592611018,60371.42900672313,31180.30291091485,0.7546428625840391
2022-10-03,canada,736692.4064337361,1180883.0980670585,218695.068079088,667828.23783784,0.68342208774715,115276.83544537562,99174.31293699172,0.44337244402067544,58544.00676952623,127931.68604442757,0.2927200338476312,51674.781339332476,26197.98351519084,0.645934766741656
2022-10-10,canada,728646.6889076603,1236275.1431481587,274817.73337814317,1010676.375266434,0.8588054168066973,123305.07761806149,107749.58072737532,0.47425029853100575,62789.775845590055,139106.02190985397,0.3139488792279503,46715.867398703536,24005.373278582203,0.5839483424837942
2022-10-17,canada,738682.6932102123,1236714.1756553631,249217.88251338695,812163.8948401446,0.7788058828543343,115837.60592604302,99753.52736209967,0.4455292535617039,67844.80723499336,153092.60005110144,0.3392240361749668,65131.186770727545,35080.865604919585,0.8141398346340943
2022-10-24,canada,693666.1155350464,1162673.5288264256,225075.91385169214,693365.8652619729,0.7033622307865379,116069.01680177813,99993.37165173807,0.4464192953914543,67972.05818349795,153454.99220312564,0.33986029091748976,59890.42445441095,30847.329186390984,0.7486303056801369
2022-10-31,canada,700186.986682998,1155765.196448987,212442.57373056724,644498.4533472393,0.6638830429080226,127377.37638929454,112351.7029832614,0.4899129861126713,62455.51406575394,138208.11732546042,0.3122775703287697,53302.74558037301,26997.718551076025,0.6662843197546626
2022-11-07,canada,703468.1440986672,1172469.5923961573,237703.53218728953,750314.2492722381,0.7428235380852798,98500.70456048398,83005.9083991212,0.37884886369416915,72724.69499618259,167381.9733684233,0.3636234749809129,60072.51655353396,30972.328864106097,0.7509064569191746
2022-11-14,canada,712560.2975693455,1162605.4698044853,206211.48585983424,622683.2571203926,0.644410893311982,99454.54924254947,83871.4793231009,0.3825174970867287,75749.40931822089,176669.34782270793,0.3787470465911044,68629.72781453517,39037.30946375089,0.8578715976816897
2022-11-21,canada,1011254.0266777824,1575448.3342998708,238742.3736086217,755453.2058432733,0.7460699175269428,149511.99961579416,141200.80116611134,0.5750461523684391,105110.83047298604,290593.72595136217,0.5255541523649302,70829.10392468654,42380.49883195821,0.8853637990585818
2022-11-28,canada,1272278.3096687763,1884116.9961535158,280299.8958062282,1072788.0675432456,0.8759371743944632,147222.70889501402,137857.9980097756,0.5662411880577463,110470.93288759,317929.27321105456,0.55235466443795,73845.14889590724,49083.35180535544,0.9230643611988406
2022-12-05,canada,1029160.7783610995,1684280.2593569588,290410.5989254391,1223860.5432341734,0.9075331216419973,165787.46365575047,168225.51423537536,0.6376440909836557,123330.70061351452,396553.66557516414,0.6166535030675726,75590.71780115513,55284.01767621093,0.9448839725144391
2022-12-12,canada,966742.7399002309,1551242.1556083874,273952.5283117506,1001772.7818190447,0.8561016509742208,138113.6010607175,125444.22473933436,0.5312061579258366,100216.27174393927,267809.4997082988,0.5010813587196964,72217.01459174919,45053.704954486784,0.9027126823968649
2022-12-19,canada,960178.0775131629,1477372.8614586892,254861.59846417286,847165.654889838,0.7964424952005402,119655.6153262225,103774.00212135888,0.46021390510085575,76824.05197805306,180054.21624530302,0.3841202598902653,65853.51817707795,35799.44147217769,0.8231689772134743
2022-12-26,canada,881421.4747118573,1484458.465157458,245392.71639366992,790339.3299646301,0.7668522387302185,172587.10100397663,181642.89302745278,0.663796542322987,107068.76721733809,300269.6713385371,0.5353438360866904,77988.40583061625,72565.35050336712,0.974855072882703
2023-01-02,canada,724658.7049597234,1243966.3537264836,222603.36834301476,683245.1160863056,0.6956355260719211,143932.58526545914,133217.84789164356,0.553586866405612,90320.09361662014,226973.4045274955,0.4516004680831007,62451.601541666125,32734.177779500853,0.7806450192708265
2023-01-09,canada,747232.8337550131,1213405.9827680653,199800.1129956947,601531.1007388593,0.624375353111546,139433.4168791738,127161.74572730908,0.5362823726122069,73930.8196484625,171043.946538572,0.3696540982423125,53008.79948972108,26849.816882324063,0.6626099936215135
2023-01-16,canada,728235.532443919,1176721.66282089,188982.95774384946,568354.5730588696,0.5905717429495295,122654.70546260763,107031.14120219891,0.4717488671638755,72837.10869244323,167721.00986204,0.36418554346221615,64011.3584780708,34044.57356031083,0.800141980975885
2023-01-23,canada,746640.723269103,1171227.3859760556,164584.32267227082,502271.8908709586,0.5143260083508463,135818.62718244115,122517.59318494091,0.5223793353170814,61557.57621125659,135811.792035713,0.30778788105628296,62626.136640983925,32873.994558444705,0.782826708012299
2023-01-30,canada,780197.9811860778,1215035.5338601314,167791.02238535674,510402.50710075564,0.5243469449542398,123771.45569473306,108267.50417601678,0.4760440603643579,77657.27609737986,182710.66079929014,0.3882863804868993,65617.79849658402,35560.2523710281,0.8202224812073002
